scan_index,x_m,y_m,method,strict_pose,coarse_clear,screened_pass,max_speed,max_step,max_acceleration,max_position_error_m,max_rotation_error_rad,joint_limit_ok,max_speed_joint,min_joint_margin_rad,optimizer_success
1423,0.68,0.04,screened_graph,True,True,True,9.596151542845455,0.07996792952371212,205.57396991257448,5.956256354761446e-15,5.575112591512021e-14,True,3,0.994103779949449,
1423,0.68,0.04,screened_best,True,True,True,9.596151542844709,0.0799679295237059,205.57396991261285,3.3895910780264476e-15,2.6202167709605242e-14,True,3,1.0862732121120429,
1423,0.68,0.04,bounded_attempt,True,True,True,9.596151530038046,0.07996792941698372,205.5739699696872,1.6666521257398985e-12,8.034784498905823e-11,True,3,1.086273212111709,True
1423,0.68,0.04,selected,True,True,True,9.596151530038046,0.07996792941698372,205.5739699696872,1.6666521257398985e-12,8.034784498905823e-11,True,3,1.086273212111709,True
1424,0.7000000000000001,0.04,baseline,True,True,False,11.389566208535875,0.09491305173779896,261.07250724772194,3.5554790121769935e-15,2.4382309533725962e-14,True,3,1.1783166521052124,
1424,0.7000000000000001,0.04,local,True,True,False,11.389566208535875,0.09491305173779896,261.07250724772194,3.5554790121769935e-15,2.4382309533725962e-14,True,3,1.1783166521052124,
1424,0.7000000000000001,0.04,multistart,True,False,False,1.8316786502950855,0.015263988752459046,130.58074908978554,2.2249844622231352e-14,1.1068270470275664e-13,True,3,0.9828184058240934,
1424,0.7000000000000001,0.04,graph,True,False,False,1.8316786502956983,0.015263988752464153,130.5807490894706,1.2395785807607141e-15,5.661138170705994e-15,True,3,1.1783166521052142,
1424,0.7000000000000001,0.04,best,True,False,False,1.8316786502950855,0.015263988752459046,130.58074908978554,2.2249844622231352e-14,1.1068270470275664e-13,True,3,0.9828184058240934,
1424,0.7000000000000001,0.04,screened_graph,True,True,True,9.31069183214813,0.07758909860123442,195.2614265407881,3.522204690959767e-15,4.658556134023058e-14,True,3,0.154900299627319,
1424,0.7000000000000001,0.04,screened_best,True,True,True,9.310691832147917,0.07758909860123264,195.2614265408009,8.241586341651565e-15,6.729009393008898e-14,True,3,0.9093698669882331,
1424,0.7000000000000001,0.04,bounded_attempt,True,True,True,9.3106918321784,0.07758909860148666,195.2614226784009,6.520580528700685e-13,3.106271191059362e-11,True,3,0.9093698669882331,True
