acceleration_limit_ok,coarse_collision_edges,coarse_collision_frames,constraint_failure_frames,constraints_met,evaluated_poses,first_constraint_failure_frame,first_unaccepted_frame,full_path_evaluated,index,initial_q,joint_limit_ok,max_evaluated_acceleration_rad_s2,max_evaluated_orientation_error_deg,max_evaluated_position_error_mm,max_evaluated_speed_rad_s,max_evaluated_step_rad,min_evaluated_axis_separation_deg,mode,optimizer_all_accepted,reset_branch,reset_geometric_count,solver_s,solver_status_counts,status,unaccepted_frames,velocity_limit_ok,x_m,y_m
True,[],[],[],True,149,-1,-1,True,43,"[-0.693248860083258, 0.6711321615449954, 1.3697449640572426, 1.439441402694454, 0.9809089761665718, -2.2057166319457395]",True,47.000873323241876,2.8619241879455455,4.995000002263288,1.6121289611830214,0.013434408009858512,41.29614497139363,relaxed,True,"[0, 0, 0]",8,0.30526616498536896,{'0': 148},pass,[],True,0.6000000000000001,-0.2
True,[],[],[],True,149,-1,22,True,44,"[-0.5798457768245232, 0.9586916532821312, 0.8954718181840055, 1.334481644660482, 0.9107559099750883, -1.955649424038178]",True,177.18233480065368,0.05723849431199892,0.09990003333682024,2.3315005889991625,0.01942917157499302,36.556734073865904,strict,False,"[0, 0, 0]",8,0.9830428900040715,"{'0': 143, '8': 5}",optimizer_failure,"[22, 51, 53, 105, 137]",True,0.7000000000000001,-0.2
True,[],[],[],True,149,-1,-1,True,44,"[-0.5798457768245232, 0.9586916532821312, 0.8954718181840055, 1.334481644660482, 0.9107559099750883, -1.955649424038178]",True,86.36287706818351,2.861924187310308,4.995000002397806,2.1874523240596133,0.018228769367163444,36.04018424599689,relaxed,True,"[0, 0, 0]",8,0.3053419449915964,{'0': 148},pass,[],True,0.7000000000000001,-0.2
,,,,False,0,,,False,45,,,,,,,,,strict,False,,0,,,reset_unsolved,,,0.8,-0.2
,,,,False,0,,,False,45,,,,,,,,,relaxed,False,,0,,,reset_unsolved,,,0.8,-0.2
,,,,False,0,,,False,46,,,,,,,,,strict,False,,0,,,reset_unsolved,,,0.9,-0.2
,,,,False,0,,,False,46,,,,,,,,,relaxed,False,,0,,,reset_unsolved,,,0.9,-0.2
,,,,False,0,,,False,47,,,,,,,,,strict,False,,0,,,reset_unsolved,,,1.0,-0.2
,,,,False,0,,,False,47,,,,,,,,,relaxed,False,,0,,,reset_unsolved,,,1.0,-0.2
True,[],[],[],True,149,-1,18,True,48,"[-1.2328712465705767, -0.15357336384820064, 2.397565856443208, 1.262757719250914, 1.3834844718194177, -2.518673485253812]",True,102.80552245779387,0.05723848450084417,0.09990000270548313,2.1343506374603582,0.017786255312169652,66.0382728348829,strict,False,"[0, 0, 0]",8,0.8398817369889002,"{'0': 145, '8': 3}",optimizer_failure,"[18, 55, 113]",True,0.30000000000000004,-0.1
True,[],[],[],True,149,-1,-1,True,48,"[-1.2328712465705767, -0.15357336384820064, 2.397565856443208, 1.262757719250914, 1.3834844718194177, -2.518673485253812]",True,65.28146059337026,2.861924187281714,4.995000002097283,2.029307258167925,0.016910893818066042,66.01552490404518,relaxed,True,"[0, 0, 0]",8,0.3022120449968497,{'0': 148},pass,[],True,0.30000000000000004,-0.1
True,[],[],[],True,149,-1,49,True,49,"[-0.8813074720132253, 0.022825056672495903, 2.233466379830359, 1.4704290350652396, 1.113690123818222, -2.472997699610299]",True,86.99835969165287,0.05723848404338469,0.09990000028401468,1.8616902922650354,0.015514085768875294,49.07173411631352,strict,False,"[0, 0, 0]",8,0.9087902909886907,"{'0': 147, '8': 1}",optimizer_failure,[49],True,0.4,-0.1
True,[],[],[],True,149,-1,-1,True,49,"[-0.8813074720132253, 0.022825056672495903, 2.233466379830359, 1.4704290350652396, 1.113690123818222, -2.472997699610299]",True,52.00937593682866,2.8619241875225936,4.995000002379047,1.757964361118472,0.0146497030093206,49.67564028996217,relaxed,True,"[0, 0, 0]",8,0.2931717070077866,{'0': 148},pass,[],True,0.4,-0.1
True,[],[],[],True,149,-1,21,True,50,"[-0.6553930406788395, 0.2490960415124528, 1.97475131054005, 1.5868405239131724, 0.9381314271349246, -2.4266185192190792]",True,79.71543216956718,0.05723848491010795,0.09990002612294999,1.5540801710527585,0.012950668092106321,35.991274597705726,strict,False,"[0, 0, 0]",8,1.0123107679937675,"{'0': 139, '8': 9}",optimizer_failure,"[21, 32, 52, 53, 101, 105, 117, 129, 133]",True,0.5,-0.1
True,[],[],[],True,149,-1,-1,True,50,"[-0.6553930406788395, 0.2490960415124528, 1.97475131054005, 1.5868405239131724, 0.9381314271349246, -2.4266185192190792]",True,46.687300947020205,2.8619241872968657,4.995000005273581,1.4835823272350357,0.012363186060291964,36.01628192009952,relaxed,True,"[0, 0, 0]",8,0.34580897700288915,{'0': 148},pass,[],True,0.5,-0.1
True,[],[],[],True,149,-1,45,True,51,"[-0.5121417207059595, 0.49391167272391345, 1.64010140271478, 1.596395049385649, 0.8185611746305149, -2.313383408532238]",True,101.85788342762407,0.05723848580245663,0.0999000137674435,2.039082689820999,0.016992355748508325,29.08920411897353,strict,False,"[0, 0, 0]",8,1.099871747996076,"{'0': 137, '8': 11}",optimizer_failure,"[45, 54, 56, 93, 101, 113, 114, 117, 119, 126, 137]",True,0.6000000000000001,-0.1
True,[],[],[],True,149,-1,-1,True,51,"[-0.5121417207059595, 0.49391167272391345, 1.64010140271478, 1.596395049385649, 0.8185611746305149, -2.313383408532238]",True,57.56140428265475,2.8619241874491386,4.995000002425305,1.7290140859249892,0.014408450716041576,28.865757750433083,relaxed,True,"[0, 0, 0]",8,0.30347657399579475,{'0': 148},pass,[],True,0.6000000000000001,-0.1
